Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z
0.6917,1.2636,1.2157,0.0567,1.1429,-2.2031,-0.02056,-0.21185,0.75539
1.8686,-0.7122,0.1498,0.9911,-0.6976,-3.0972,-0.02505,0.59301,0.74412
1.147,0.9482,0.7966,1.2439,1.2333,-2.3931,0.06399,-0.22304,0.96785
0.6662,-1.3279,0.2486,0.1187,-0.1542,2.8293,0.4812,0.1874,0.43859
0.625,0.8825,0.2442,-0.2477,-0.5204,0.3952,0.0011,-0.18423,1.20917
2.7104,0.0471,-1.5589,0.8497,1.2081,-0.3362,-0.72181,0.49725,0.69736
3.1108,0.8371,-1.188,1.3719,-0.7263,-1.0188,-0.4518,0.16404,1.39104
0.2558,-0.8442,0.384,-0.6103,-1.2916,-2.5168,0.51862,-0.01946,0.72695
2.6501,-0.5254,-0.3875,0.8366,-0.9201,2.7682,-0.5707,0.4757,0.70322
1.7441,1.2195,1.4604,-0.7234,1.1304,1.6364,0.15848,-0.03514,0.69971
0.9569,-0.7072,0.4985,-1.1918,-0.5271,-1.9246,0.37472,0.27124,0.80951
0.1022,-0.1588,1.2891,1.3235,0.494,1.8984,0.05952,-0.14473,0.80602
3.0385,-0.7523,1.444,1.0081,1.2542,0.0156,-0.03974,0.15496,0.72228
0.2556,-0.4025,0.2681,-1.0424,-0.9384,-1.5225,0.49776,-0.02501,0.92787
1.529,-0.4593,1.4109,-0.995,-0.9662,-0.9556,0.15189,0.04089,0.74754
1.9004,-0.8622,0.8872,0.568,0.0226,-2.4542,0.04795,0.32343,0.77615
2.6301,-1.3391,0.3516,0.0512,0.3041,1.6207,-0.33704,0.36126,0.47245
2.4566,0.2829,-1.4563,-1.4172,-1.4832,-1.7875,-0.54059,0.6354,0.94076
3.1195,1.1778,0.9304,-0.4851,1.0306,0.1596,0.21923,0.14524,0.86711
1.9045,-1.5038,-0.6974,-0.9542,-0.773,-3.0306,0.02197,0.39472,-0.02993
1.2434,-1.1856,-0.1985,1.5599,0.0792,0.8499,0.33191,0.5107,0.33187
2.8865,-1.3008,-0.0792,0.1062,-0.0795,-3.0401,-0.48755,0.28221,0.31763
1.1317,-0.7509,0.4486,0.2752,0.2846,1.5855,0.33291,0.35584,0.78339
3.0355,-0.6285,0.2685,0.827,-0.0934,-1.7743,-0.50158,0.20431,0.81493
0.2314,0.3724,0.9298,-0.1112,-1.0066,-1.3049,0.02592,-0.14805,0.9631
1.6886,-0.4179,-1.533,0.7105,-0.2987,-0.9201,0.05638,0.80026,0.31753
1.656,-0.1257,1.2716,0.2362,-0.7081,-2.2419,0.14582,0.05597,0.81419
0.2523,-0.8785,-0.4818,-0.9135,-1.1378,-2.8128,0.71736,0.02997,0.40981
2.8343,-0.1279,-1.4746,1.3671,-0.653,3.0033,-0.77358,0.40292,0.58278
0.8266,-0.2153,0.6479,0.1266,1.57,2.0814,0.28598,0.08906,0.98011
0.5666,1.1352,-0.7868,0.1523,1.3485,1.4959,0.12599,-0.09769,1.4761
0.0577,-1.2878,-1.0034,0.6252,-1.3899,2.1515,0.43963,-0.12491,-0.0429
1.1564,-1.4335,0.365,-0.1162,0.8499,-1.6321,0.31746,0.34906,0.43419
1.1603,-1.4218,-1.1557,-0.4428,1.4708,3.0344,0.24845,0.19485,-0.13094
0.6186,0.9229,-0.0436,-1.2041,-1.5125,0.9442,0.03889,-0.1565,1.30712
0.0249,1.53,-1.5466,-0.1366,0.9289,-1.3252,0.0488,-0.14888,1.53467
0.3657,-0.2733,0.5368,0.1317,0.6826,-1.7915,0.35521,-0.02466,0.97747
2.1356,-1.5669,0.1396,-1.2407,1.5459,0.7408,-0.10445,0.44518,0.28169
2.2918,0.7791,-0.9032,-0.6279,-0.2066,2.4944,-0.1387,0.38512,1.4012
1.005,-0.8731,0.8936,-0.1492,-0.1134,0.809,0.28152,0.1634,0.77306
1.5715,0.9146,-1.4203,-0.6514,0.6599,-0.3092,0.1497,0.49048,1.38187
0.407,1.4502,0.3641,0.5209,-1.2518,-2.0239,-0.28222,-0.28505,1.01609
2.0425,-0.1871,1.5582,-1.3802,-0.9165,-2.3318,0.13136,0.0727,0.69706
1.3325,0.373,-0.1597,0.3506,-0.042,-0.3408,0.22383,0.28578,1.25549
2.5052,1.3936,1.3983,0.4996,1.3064,1.1328,0.16228,0.06666,0.69816
1.4253,0.4404,-0.8099,1.4364,-1.4173,-0.8269,0.23045,0.53774,1.25123
1.4704,-0.1389,1.4874,0.0243,-0.5044,1.19,0.15039,-0.00415,0.72705
0.5158,-0.1892,-0.5357,0.0678,0.9048,-2.9881,0.70521,0.22736,0.90039
2.6278,-0.3211,-0.2115,-0.3829,-0.5026,0.8304,-0.48926,0.44841,0.89723
0.7834,-1.1788,1.3233,-0.1627,1.5049,-0.3852,0.19295,-0.0196,0.70301
1.5832,-0.61,-0.9407,1.5471,-0.8142,1.5505,0.14029,0.78785,0.41285
2.6414,-1.2651,-0.2383,0.1484,-1.3836,0.8672,-0.42131,0.40127,0.26888
0.1925,1.2398,-0.6685,-0.1221,0.98,-0.3918,-0.04597,-0.16183,1.4544
0.4466,0.6566,0.439,-0.9343,-1.3172,2.5925,0.03536,-0.14944,1.15102
2.0086,0.6502,0.3776,0.2088,0.2868,-1.9197,0.14247,0.04957,1.17371
0.604,0.8878,1.5589,1.0366,0.5674,1.4625,0.06912,-0.13461,0.68809
1.3413,0.8267,0.7448,1.3434,-0.1362,1.0127,0.11441,-0.16983,1.0095
1.255,-1.2855,-0.5501,0.5698,0.3326,-0.4475,0.30815,0.46001,0.12488
1.558,-1.3188,0.8712,0.0971,0.9318,1.9426,0.15404,0.3109,0.63414
1.4357,-0.2322,0.2249,0.5933,-0.113,2.639,0.20844,0.41941,1.0041
1.1698,1.3959,0.8877,-1.0506,-0.2459,-2.9327,0.03478,-0.30237,0.83002
2.9718,1.436,-0.9186,-0.0645,-0.3497,-0.8714,0.16128,0.12459,1.48503
1.9829,0.0191,0.1287,0.8681,-0.9704,0.432,-0.01801,0.41581,1.11016
2.751,0.3108,-0.9024,-1.2517,-1.1946,-2.2663,-0.56127,0.39337,1.15098
0.31,-0.769,-0.3549,-0.626,-0.8302,1.8746,0.72047,0.07322,0.53985
1.3721,-0.7444,1.2201,1.2982,0.9793,2.9202,0.17432,0.10555,0.77243
0.9347,0.4911,0.3321,1.4102,0.8942,-0.9883,0.16699,-0.02646,1.18392
0.3311,-0.1181,-1.1219,-0.8949,-1.3002,-2.7432,0.84672,0.1324,0.742
0.7899,-1.4739,0.7746,0.8171,1.3841,1.0736,0.34257,0.1325,0.55944
1.1559,1.5605,1.3569,-1.2295,-0.0335,1.1011,0.09244,-0.16238,0.68713
3.1213,0.514,1.3803,0.9266,-0.9515,-0.3423,0.04289,0.14921,0.76611
1.8234,0.5561,1.3312,-0.8985,-0.1927,2.196,0.15777,-0.01085,0.78466
2.1242,0.7231,-0.0076,-1.0327,0.7428,0.2604,0.09832,0.12634,1.29678
1.1967,-0.5816,-0.7007,1.3118,0.1583,-2.1983,0.4249,0.67172,0.53801
0.5625,0.8291,-0.9809,-0.6746,-0.0318,2.6552,0.39899,0.07416,1.41397
0.4855,-0.0338,-1.1439,0.0993,-0.1546,2.9726,0.81136,0.25843,0.80389
2.1686,-0.9226,-0.9673,-0.7598,0.3318,-2.7366,-0.24988,0.63357,0.17287
0.5378,0.3373,-1.5353,-1.469,-0.8167,-1.5906,0.77854,0.28964,0.9531
2.8409,0.6265,1.2373,-0.4268,1.5601,-2.6259,0.11079,0.12274,0.81972
0.4988,-0.7095,-0.1602,0.7268,1.3607,-2.9146,0.66072,0.18905,0.65356
3.114,-1.4592,-0.277,-0.1805,-1.5603,1.2814,-0.46633,0.16298,0.1516
2.6405,-0.1946,1.0362,0.9884,-0.1691,-2.8324,-0.02894,0.18693,0.89116
2.332,-0.9717,-1.1626,-0.1704,-0.4314,-1.3149,-0.30364,0.53623,0.06742
1.7946,-1.452,1.3045,-0.0817,-0.2804,1.3836,0.11641,0.16466,0.6672
1.359,-0.7991,-1.0225,-1.1365,-0.8569,-1.2748,0.29687,0.66686,0.23552
3.0645,1.4724,0.7519,1.1715,-0.3078,0.5733,0.32338,0.12552,0.85514
0.7,-0.2251,-0.2848,0.8559,0.607,-0.0586,0.59334,0.30358,0.94241
2.42,-1.0438,0.9175,-0.7112,0.5159,1.6358,-0.11987,0.30534,0.72442
1.1114,-0.3366,0.1207,0.6276,1.4687,2.1822,0.36502,0.39946,0.94664
1.9621,0.757,-1.192,-1.1749,0.8903,0.1304,-0.05742,0.53261,1.3514
1.3524,0.0671,-1.413,-1.487,0.033,-2.107,0.33201,0.80343,0.77729
1.9536,0.3823,1.5494,-1.437,-0.4486,3.0024,0.14312,0.04629,0.69943
1.3551,-0.6713,0.8109,-0.9039,0.1836,2.8587,0.21038,0.2591,0.83367
1.6087,-0.2787,-1.4065,-0.1195,1.4895,0.7398,0.11804,0.84688,0.48358
2.2759,1.2984,0.2253,-0.7784,1.0612,1.8464,0.3179,-0.14202,1.12832
0.3171,0.8506,-0.5998,-1.0344,1.5595,0.3143,0.23424,-0.08105,1.41973
1.7343,0.9497,1.4677,-0.007,0.2598,-2.1491,0.15619,-0.02492,0.713
0.8413,0.7673,-0.3886,-1.1336,-0.9489,-2.5658,0.22518,0.02675,1.38029
1.748,-0.8087,0.8234,0.9852,-0.7292,2.2746,0.09269,0.33365,0.79152
2.7743,-0.9315,-1.3153,-1.3311,1.1831,0.4937,-0.48908,0.34895,0.0393
1.331,-0.0226,1.2837,-1.3617,-0.0658,2.7386,0.15208,-0.00978,0.81301
2.4895,1.0726,1.4479,-1.1987,-1.1533,-2.2277,0.1399,0.08197,0.7118
2.153,-1.0325,0.5359,0.086,-0.7874,-1.9145,-0.11933,0.45415,0.67106
1.0689,1.1048,-0.5342,-0.5492,-0.8268,-2.2973,0.1209,-0.09159,1.43195
2.1165,1.2379,-0.4295,0.3962,0.9976,1.6017,0.20982,-0.05644,1.39283
0.6282,-1.3952,-0.8084,-0.2352,-1.4387,-0.8279,0.42122,0.1205,-0.02507
1.4404,0.9371,0.8893,0.1628,-0.0082,-1.2755,0.12703,-0.18531,0.93026
0.7398,1.074,-1.4735,0.1148,0.1463,-1.0753,0.39102,0.15374,1.44133
1.5495,-0.3116,0.1513,0.4057,0.905,-0.4472,0.16066,0.49666,0.96247
0.043,-0.2597,-0.2291,-1.037,0.8323,1.9429,0.64386,-0.12249,0.93265
1.5906,-1.2755,-0.4657,0.983,1.1786,0.7473,0.13917,0.55063,0.16549
0.8161,-1.0857,-1.5622,1.4228,0.0996,1.4683,0.37518,0.17992,-0.10001
0.814,1.4071,-0.6824,-0.0591,0.6859,0.2964,-0.02869,-0.24892,1.4346
0.3148,0.3533,-1.5658,-0.0232,-1.1439,0.1401,0.82296,0.11017,0.95364
2.6975,1.4082,1.3734,-0.5279,1.1282,-1.2959,0.15586,0.09201,0.70096
2.1655,-0.7262,-1.0681,0.4093,-1.3605,1.6603,-0.28998,0.69654,0.2696
1.6172,-1.4756,0.8893,0.8393,-1.13,1.3306,0.13612,0.3035,0.59044
1.5579,-0.3966,-0.8979,-0.6881,1.5263,1.8909,0.1606,0.81724,0.60329
2.0542,0.2751,0.8114,-0.9046,-1.369,2.2446,0.11293,0.1077,1.00813
1.7462,1.1842,0.0607,-0.1403,-1.1022,-0.4964,0.18959,-0.2099,1.22924
0.2514,0.8519,0.1274,-0.2383,-1.2648,0.3975,-0.02346,-0.16094,1.2544
0.6838,0.6055,-0.473,-0.7686,-0.4909,0.7462,0.34138,0.08465,1.3483
1.7794,-1.0764,-1.2475,-1.3116,-0.9909,0.0222,0.042,0.52614,-0.01839
1.7648,1.3289,0.1138,-0.8684,1.3369,1.7369,0.20936,-0.28726,1.16635
2.4964,-0.1757,-0.4936,-0.5572,0.6519,-0.086,-0.47623,0.54623,0.9224
0.2733,0.9261,1.4895,0.6618,-1.2273,1.6543,-0.00028,-0.15591,0.70752
2.6088,-1.4556,-1.314,-1.5044,-0.5773,-0.6707,-0.08544,0.22458,-0.16675
1.0348,-1.2169,-0.5716,-0.8551,0.9381,-0.7626,0.4185,0.41074,0.1537
0.6008,0.5842,0.8939,-0.1118,0.1538,-1.7945,0.02883,-0.16215,0.97016
0.1907,-0.7428,-0.3122,-0.8529,0.7005,1.4921,0.71937,-0.01395,0.5751
0.0954,-0.2183,-1.3333,-0.7434,0.8197,1.0437,0.86407,-0.06805,0.56631
0.5517,-1.5238,0.6406,1.1614,0.2864,-0.4966,0.39107,0.06449,0.49887
1.5109,-0.111,0.6917,-0.0808,-0.117,-1.895,0.16231,0.19987,0.99615
1.3008,0.925,0.4513,0.743,0.8978,2.5144,0.10197,-0.19409,1.12005
2.2661,1.0961,0.7739,-0.0975,-1.3996,0.4247,0.25695,-0.07375,0.94801
1.638,1.4237,-0.2992,1.3824,-0.86,-2.0382,0.17103,-0.30666,1.30366
1.6963,-1.4902,-1.5194,-0.8068,0.1442,0.5142,0.13992,0.08969,-0.18928
2.4291,0.031,-0.2793,-0.3669,-1.4467,2.658,-0.3237,0.47792,1.09878
1.2296,-0.3179,-1.5522,-1.321,1.0256,0.5469,0.41471,0.71949,0.39015
2.545,1.4326,0.0474,0.9182,-1.5648,2.7866,0.38931,-0.08301,1.15888
1.6973,-1.4453,0.9326,-0.6059,0.0523,-1.0788,0.11308,0.30021,0.60975
2.1141,0.7564,-0.0103,-1.3269,1.5474,-0.1858,0.1099,0.10827,1.29905
1.2006,-1.301,-0.9925,-0.9543,0.4912,2.608,0.29384,0.34241,-0.04517
0.7222,0.5804,-1.032,-1.0695,0.1394,0.0072,0.52524,0.26274,1.28826
2.2489,0.0495,-0.0223,-1.0764,0.2353,-1.234,-0.15905,0.43664,1.12539
0.2927,-0.2889,-1.0502,1.5205,0.1729,1.9199,0.84645,0.09837,0.62821
2.4804,-0.3886,-0.4662,0.3043,1.5255,-2.4808,-0.49088,0.57203,0.77633
2.795,0.715,0.7214,-0.4144,-0.9911,2.7252,0.14421,0.10745,1.0329
2.8927,-1.039,-0.3512,-0.5948,0.0839,-1.7207,-0.59047,0.3049,0.35725
1.6922,-0.9508,0.4344,-1.0714,-0.8782,0.0838,0.0906,0.49637,0.68587
3.1373,-0.1452,0.8056,0.8269,-0.3196,1.414,-0.17776,0.15081,0.96282
3.1261,-1.0404,-0.8716,-1.3822,0.1598,0.5451,-0.61615,0.15961,0.13574
1.7378,1.2033,-0.7325,-0.8996,-0.1321,-1.9192,0.15173,0.00262,1.46883
1.1978,0.0443,-0.6265,-0.0776,-0.454,2.2013,0.38963,0.58393,1.04045
0.9279,-0.6057,-0.8884,0.8857,-0.7129,0.6656,0.59196,0.53998,0.43883
2.3804,1.2103,0.9125,0.6639,1.2279,-2.8575,0.26713,-0.04725,0.86673
2.3244,-1.5555,0.8001,-1.0398,-0.6895,-0.4913,-0.10778,0.33414,0.54051
0.4653,-1.1068,-0.2764,1.5263,-1.3887,0.4708,0.62253,0.14465,0.34627
1.4913,1.5234,-0.4004,-0.9969,-0.705,-0.687,0.12099,-0.37076,1.3084
2.8949,0.7058,1.3583,0.3215,1.1456,0.7261,0.09608,0.13054,0.76532
0.1122,0.1218,-0.872,1.2849,0.4042,-0.8502,0.75001,-0.06649,1.02634
0.1887,1.5253,0.3055,1.5132,-0.9012,0.7507,-0.36757,-0.22296,1.01179
2.6385,1.0311,1.0302,-0.5978,-0.8257,1.7389,0.22002,0.05019,0.85675
0.5385,0.7099,0.2141,-0.4708,1.2129,1.0528,0.07278,-0.13131,1.22968
0.4617,-0.0864,-0.0613,-0.0098,-1.2108,0.4419,0.52686,0.09455,1.05868
1.5995,0.024,-0.4091,-1.3817,-0.6557,1.1968,0.1324,0.61675,1.07474
1.0761,-0.0154,-1.226,1.014,-1.1441,2.0933,0.53414,0.67413,0.78565
1.4173,0.839,0.921,-1.0376,0.3558,-0.7474,0.12698,-0.16068,0.9318
1.3371,-0.4573,-0.3526,-0.4462,1.2452,2.1414,0.31135,0.65999,0.76423
1.5249,-0.224,-1.0239,-1.2891,0.0877,2.3036,0.18829,0.82917,0.69368
0.6798,-1.272,-0.4695,0.8449,-0.319,-0.8735,0.52143,0.22854,0.16581
1.008,0.8586,1.5701,-1.5157,-0.105,0.4744,0.11859,-0.09324,0.6853
1.8988,0.1885,-1.0369,-1.5316,-1.2072,3.1357,-0.10328,0.76926,1.02301
1.2917,-1.1207,-0.9325,1.4891,-1.1619,2.4774,0.29878,0.49792,0.06474
1.0356,1.0855,1.1601,-0.6623,-1.4221,0.9952,0.05337,-0.2042,0.79986
2.9179,-0.682,-1.4784,0.1571,1.338,-2.4709,-0.63252,0.29778,0.14268
0.7361,0.2892,1.0724,-1.1896,-0.1192,0.3241,0.09756,-0.11409,0.9045
1.5861,-0.2298,1.4382,0.7226,-1.1021,1.1737,0.14967,0.02618,0.74553
0.1302,-1.4807,-1.1083,0.9856,-0.2238,-2.7775,0.2656,-0.11655,-0.13641
1.1192,0.0584,-0.8302,-1.3043,-1.5031,-0.3963,0.4609,0.60642,0.99233
2.9448,1.0928,-0.0704,0.5308,-1.3925,3.1153,0.18553,0.11601,1.29766
1.5606,-1.3412,0.0233,-1.3581,-1.4931,1.324,0.15536,0.51986,0.33975
1.2313,-0.0968,-0.4525,-0.414,-0.5791,-1.083,0.36545,0.58418,0.98778
1.8488,-0.0322,1.2674,-1.2224,-0.8305,1.3188,0.1359,0.07056,0.8193
2.7988,0.3449,-1.3265,-0.0324,0.9797,0.4971,-0.68102,0.40236,1.04089
0.6197,-1.4778,1.0994,-0.5238,-0.7913,1.3941,0.265,0.00474,0.63565
1.8961,-1.122,-0.5378,-1.3879,-0.5206,1.4237,-0.05457,0.6313,0.22419
1.645,-0.3654,-0.3366,-0.8783,-1.1092,1.5363,0.09792,0.70683,0.83413
1.0675,0.183,-0.1939,-0.7711,0.2904,-1.2996,0.34829,0.32147,1.18196
2.0709,0.9745,1.1636,0.5473,-0.9237,0.9376,0.19525,-0.04439,0.8142
0.0897,1.2175,0.4972,0.6139,-0.5357,-2.3165,-0.26628,-0.17461,1.03513
0.334,-0.9601,-0.7246,1.2947,-0.5546,-2.2627,0.68623,0.0793,0.24883
1.3125,-0.8913,1.4103,-1.3784,0.4113,0.563,0.16418,0.03398,0.72095
2.9497,0.6263,-1.2382,0.8805,-0.8362,-0.2392,-0.5746,0.26449,1.26672
1.968,0.6792,-0.7594,-1.0179,1.2512,2.4605,-0.01281,0.41842,1.37186
0.9626,-0.7287,-0.6705,0.3004,0.2663,0.0094,0.55229,0.53065,0.43802
1.3225,1.0602,-0.0109,-0.0464,1.5512,2.4406,0.10778,-0.18545,1.28127
2.7011,0.2962,-0.3393,1.4435,0.5039,2.3607,-0.34477,0.3284,1.22839
2.9547,-1.1952,1.0416,-1.3691,0.6372,0.4968,-0.21238,0.19287,0.69374
0.0775,-1.0623,-0.6771,-0.4193,1.4148,0.8499,0.64222,-0.10063,0.20219
2.124,-1.2849,-0.3538,-1.3451,0.8562,-1.7982,-0.16194,0.54783,0.20801
0.1906,-0.3307,-1.2566,-1.5522,-0.994,-2.0894,0.85303,0.01177,0.5042
1.0969,1.1585,1.132,1.294,-0.6884,1.1625,0.05818,-0.21535,0.79809
1.8277,-0.545,0.4323,-1.452,0.5687,0.5604,0.03384,0.46173,0.87475
1.5484,1.1992,1.0297,-0.4385,1.4157,0.7188,0.1456,-0.20056,0.82612
0.376,0.6077,0.145,-1.3537,1.5141,1.1751,0.12404,-0.11235,1.2474
0.9051,-0.9774,-0.4196,0.9077,-0.972,2.9981,0.53197,0.43448,0.36852
2.873,-1.2899,-1.4259,-0.5327,1.0955,1.8968,-0.22972,0.21886,-0.14468
0.3981,-1.4735,-0.7238,-0.7979,-1.1202,-2.0881,0.4083,0.00893,-0.02754
3.0185,-0.7976,1.3647,0.505,1.4152,-1.2045,-0.06767,0.15957,0.73791
0.8658,1.4062,-1.0792,-0.6045,0.0826,-1.4476,0.08271,-0.13434,1.51323
0.8643,1.0377,1.305,-1.2525,-0.7488,-1.3998,0.04653,-0.17662,0.75708
2.6897,0.4262,-0.1544,-0.8254,-0.3923,2.7658,-0.20149,0.26459,1.27174
1.7496,1.0183,0.5182,0.5389,-1.2457,-1.6209,0.18398,-0.17429,1.07448
1.7108,-1.1685,-0.7448,1.562,0.9534,1.3467,0.06918,0.58434,0.11036
0.3249,0.8084,0.7634,1.3912,1.2239,-1.1464,-0.07871,-0.18485,1.00397
1.444,-0.1709,1.5216,0.5211,0.3497,1.2241,0.14993,-0.01049,0.71248
2.6448,-0.2367,-1.214,-1.4184,0.6643,1.694,-0.67651,0.53745,0.60215
0.3032,-0.1818,1.4673,0.1033,0.5247,0.6215,0.06012,-0.13841,0.73477
1.2372,-0.9918,0.9433,-1.0944,1.2378,0.6752,0.23264,0.21305,0.74072
2.9791,1.0958,-0.3827,-1.51,-0.5993,-2.0394,0.093,0.13681,1.39569
1.0161,-0.746,-1.1369,-1.3565,0.8681,2.7687,0.50773,0.53457,0.22686
1.0788,-0.6843,-0.9176,-0.4607,-1.5028,-2.5831,0.49389,0.60386,0.36516
0.0406,0.1779,0.9662,-0.8811,-0.363,0.2583,0.04636,-0.14829,0.94543
0.4442,0.3461,-0.5043,0.9985,-0.7626,1.9555,0.51078,0.07692,1.24152
1.9683,-1.1708,1.2683,0.1108,0.5552,-2.9672,0.08171,0.193,0.70584
0.2076,0.7643,0.7964,-0.6148,1.2113,1.7146,-0.08637,-0.17154,0.99531
0.8782,-1.0019,0.4473,0.6402,0.7567,-1.6742,0.42022,0.27148,0.66443
0.2809,-1.4108,1.4104,1.5185,-1.282,-0.7319,0.12736,-0.11942,0.67734
0.5062,-0.6447,-0.6758,0.3833,0.716,1.0112,0.74488,0.24138,0.49962
2.5189,-0.9868,1.0323,-0.17,0.2597,1.8513,-0.1064,0.26111,0.74387
1.7589,0.8043,-0.638,-1.4995,1.3276,2.5355,0.10102,0.27173,1.41208
3.1228,-0.2234,-1.1302,-1.5268,-0.1705,2.4791,-0.84413,0.16594,0.64939
2.6895,1.1662,0.4,1.1413,0.4703,-2.9861,0.30098,0.02064,1.09105
1.918,0.7933,1.1953,-0.1014,-1.3344,-0.7464,0.17512,-0.04296,0.82291
1.1204,-1.1535,-1.058,-0.8088,0.1295,2.686,0.35668,0.39295,0.0027
1.0122,0.4887,-0.7712,-0.741,-0.0511,1.902,0.40343,0.36238,1.28358
1.0025,1.3382,-0.4383,-0.7249,-1.5218,-1.9692,0.0048,-0.27129,1.37635
0.2888,-1.0799,0.7987,-1.3235,0.3054,-2.7315,0.37142,-0.04618,0.70023
1.2005,-0.7291,0.1264,1.238,-0.0791,-2.0524,0.35105,0.48967,0.72838
0.0567,-0.7145,-0.8251,-0.7144,-1.5089,2.1572,0.7657,-0.10683,0.38208
0.3256,-1.3767,0.733,-1.3962,-1.3022,-2.0108,0.38782,-0.02744,0.58134
2.7269,-1.3742,0.5404,1.0676,-1.1158,-2.737,-0.32187,0.30564,0.52351
0.0612,-0.3709,-0.9543,-0.542,0.3261,-2.1073,0.83385,-0.09924,0.60062
2.7636,-0.8354,-0.5824,1.5014,-0.685,-2.1494,-0.61337,0.40501,0.39737
0.3627,0.1423,-1.3473,-1.5415,-0.1948,1.5745,0.83665,0.15701,0.86856
1.9492,-1.3983,-0.0808,-1.1733,-0.4112,-0.5374,-0.04749,0.5256,0.26576
2.9448,-0.8263,0.6541,0.1987,1.4062,1.1354,-0.34978,0.22274,0.77621
0.9773,1.0346,0.5787,-0.4523,0.4787,0.9838,0.00601,-0.2594,1.04496
2.892,-0.5881,-1.2508,0.7274,-0.9454,0.1595,-0.70932,0.33566,0.29832
2.4452,0.7602,-0.0664,0.5468,1.0379,0.6211,0.05604,0.14873,1.31433
1.6631,0.44,-1.5481,-0.3367,0.0931,2.2382,0.07695,0.79661,1.03032
2.9137,-1.2713,1.2761,0.5042,-0.1656,2.5136,-0.10796,0.17907,0.69114
1.2539,-0.1414,0.1531,1.3389,0.4449,1.3398,0.28054,0.37393,1.04298
0.4036,-1.3585,-1.1089,-1.0118,-1.1694,-3.1233,0.37592,-0.00263,-0.10028
2.5994,-1.528,0.5376,0.6788,-0.5767,-2.4095,-0.25723,0.33013,0.46023
1.7882,-0.4092,0.2213,-0.1712,1.4809,0.4635,0.03937,0.51742,0.92044
1.0147,-0.4731,-1.0574,0.4831,-0.9073,-2.4176,0.55852,0.61438,0.47219
2.8126,-0.9167,1.3866,-1.3788,1.4445,-1.441,-0.03225,0.16956,0.72334
2.2975,-0.0519,-1.4577,-0.3553,0.978,1.7177,-0.46154,0.74501,0.65558
1.8057,-1.2019,-1.557,1.4785,-0.7366,-0.6203,0.07654,0.32485,-0.13907
2.6044,0.6181,1.1015,0.8302,0.2162,-1.6203,0.14391,0.08893,0.87811
1.7519,-0.8089,0.7947,-1.3865,-0.7561,-1.7765,0.08915,0.34622,0.79088
3.1107,-0.4774,0.8574,0.3291,0.2019,2.9252,-0.23746,0.15746,0.88196
0.1922,0.4079,-0.9881,-1.395,-0.7415,-1.0082,0.66675,-0.02311,1.19313
0.4886,-1.4246,0.8368,0.1453,-0.814,1.185,0.35232,0.01736,0.59271
0.2743,-0.484,0.3754,0.3191,-0.9342,-0.295,0.47304,-0.02277,0.89796
3.0665,1.4016,1.4359,-0.3748,0.0975,-2.8882,0.08699,0.14393,0.69155
1.4898,-1.4267,1.5095,0.2124,0.3704,1.6722,0.15332,0.03423,0.6765
2.8816,-0.7534,0.2152,-0.7308,1.4112,-0.0101,-0.49652,0.28735,0.73678
2.2506,0.5699,1.2301,1.2894,-1.313,2.4764,0.15539,0.04645,0.82647
1.3321,-0.8589,0.8264,-1.2781,-0.4099,-2.3342,0.2206,0.27195,0.77582
0.1791,0.103,1.0833,1.0984,1.513,-2.1932,0.06299,-0.14108,0.89701
0.6242,-0.4112,-0.9596,0.3487,-1.4647,-1.1941,0.75553,0.35926,0.56512
0.4859,0.8655,-0.7614,0.2846,0.7776,2.3318,0.29577,-0.01348,1.43218
2.8739,-1.4162,-0.0648,0.9047,1.3595,-2.4613,-0.44093,0.27653,0.26368
3.114,-0.445,-1.2688,-0.4628,0.8628,2.6473,-0.8098,0.17246,0.40433
1.1192,-0.8967,1.2454,1.2367,0.4777,0.4773,0.19657,0.06144,0.74723
0.6741,0.5264,-0.8625,0.6828,0.6178,-1.7625,0.51158,0.21666,1.28972
0.1757,1.3143,-0.7418,-0.6283,-0.5411,-1.0617,-0.07943,-0.1665,1.46345
0.2532,-0.0687,-1.1326,1.1936,1.2785,0.6302,0.85155,0.06535,0.7792
2.6925,-0.9172,0.2503,-0.8416,-0.5869,-0.5731,-0.42635,0.37204,0.65575
1.373,-1.5117,1.1861,0.0111,-0.8918,2.5598,0.18306,0.14981,0.6434
2.958,1.206,0.9662,-1.0889,-0.1442,-3.0527,0.23728,0.10856,0.84764
2.4385,-0.5306,0.7508,-0.7327,1.0627,1.757,-0.13025,0.3071,0.87912
2.615,-0.2595,-0.7869,0.5039,0.1335,1.6512,-0.61732,0.53244,0.75966
2.3805,-0.1644,-0.1859,-0.2875,-0.3016,2.3176,-0.32606,0.51781,0.99977
0.0124,1.3335,-0.8979,-0.0569,1.3633,0.9633,-0.06042,-0.15081,1.49157
2.6116,1.1685,-1.5119,-1.1097,-0.63,1.4711,-0.21195,0.29809,1.46891
1.516,-0.95,-0.2202,-0.0034,1.4479,-1.5981,0.18579,0.6475,0.47029
0.827,0.0414,1.3949,-1.5105,-0.4062,1.1103,0.11466,-0.097,0.76772
2.0934,1.1292,-0.2714,0.8666,-0.9798,-3.0644,0.19431,-0.03671,1.36
1.2777,1.3862,1.2378,-1.0057,0.883,-0.9113,0.09973,-0.1889,0.7311
